visits,month,day,quarter,dayofweek,weekend,lag1,lag2,lag3,lag4,lag5,lag6,lag7,bias
6038766,7,5,3,1,False,2457009.0,1700918.0,1619019.0,1954525.0,2012923.0,2010241.0,1715507.0,1
16592075,7,6,3,2,False,6038766.0,2457009.0,1700918.0,1619019.0,1954525.0,2012923.0,2010241.0,1
5025785,7,7,3,3,False,16592075.0,6038766.0,2457009.0,1700918.0,1619019.0,1954525.0,2012923.0,1
1874846,7,8,3,4,False,5025785.0,16592075.0,6038766.0,2457009.0,1700918.0,1619019.0,1954525.0,1
1665463,7,9,3,5,True,1874846.0,5025785.0,16592075.0,6038766.0,2457009.0,1700918.0,1619019.0,1
1717206,7,10,3,6,True,1665463.0,1874846.0,5025785.0,16592075.0,6038766.0,2457009.0,1700918.0,1
5181746,7,11,3,0,False,1717206.0,1665463.0,1874846.0,5025785.0,16592075.0,6038766.0,2457009.0,1
2108886,7,12,3,1,False,5181746.0,1717206.0,1665463.0,1874846.0,5025785.0,16592075.0,6038766.0,1
1951948,7,13,3,2,False,2108886.0,5181746.0,1717206.0,1665463.0,1874846.0,5025785.0,16592075.0,1
1933979,7,14,3,3,False,1951948.0,2108886.0,5181746.0,1717206.0,1665463.0,1874846.0,5025785.0,1
1925883,7,15,3,4,False,1933979.0,1951948.0,2108886.0,5181746.0,1717206.0,1665463.0,1874846.0,1
1469541,7,16,3,5,True,1925883.0,1933979.0,1951948.0,2108886.0,5181746.0,1717206.0,1665463.0,1
1497777,7,17,3,6,True,1469541.0,1925883.0,1933979.0,1951948.0,2108886.0,5181746.0,1717206.0,1
1760578,7,18,3,0,False,1497777.0,1469541.0,1925883.0,1933979.0,1951948.0,2108886.0,5181746.0,1
1725410,7,19,3,1,False,1760578.0,1497777.0,1469541.0,1925883.0,1933979.0,1951948.0,2108886.0,1
1708325,7,20,3,2,False,1725410.0,1760578.0,1497777.0,1469541.0,1925883.0,1933979.0,1951948.0,1
1836326,7,21,3,3,False,1708325.0,1725410.0,1760578.0,1497777.0,1469541.0,1925883.0,1933979.0,1
1688969,7,22,3,4,False,1836326.0,1708325.0,1725410.0,1760578.0,1497777.0,1469541.0,1925883.0,1
1572288,7,23,3,5,True,1688969.0,1836326.0,1708325.0,1725410.0,1760578.0,1497777.0,1469541.0,1
1680161,7,24,3,6,True,1572288.0,1688969.0,1836326.0,1708325.0,1725410.0,1760578.0,1497777.0,1
1875514,7,25,3,0,False,1680161.0,1572288.0,1688969.0,1836326.0,1708325.0,1725410.0,1760578.0,1
1866130,7,26,3,1,False,1875514.0,1680161.0,1572288.0,1688969.0,1836326.0,1708325.0,1725410.0,1
1844149,7,27,3,2,False,1866130.0,1875514.0,1680161.0,1572288.0,1688969.0,1836326.0,1708325.0,1
1712766,7,28,3,3,False,1844149.0,1866130.0,1875514.0,1680161.0,1572288.0,1688969.0,1836326.0,1
1618158,7,29,3,4,False,1712766.0,1844149.0,1866130.0,1875514.0,1680161.0,1572288.0,1688969.0,1
1482523,7,30,3,5,True,1618158.0,1712766.0,1844149.0,1866130.0,1875514.0,1680161.0,1572288.0,1
1640304,7,31,3,6,True,1482523.0,1618158.0,1712766.0,1844149.0,1866130.0,1875514.0,1680161.0,1
1864873,8,1,3,0,False,1640304.0,1482523.0,1618158.0,1712766.0,1844149.0,1866130.0,1875514.0,1
1732857,8,2,3,1,False,1864873.0,1640304.0,1482523.0,1618158.0,1712766.0,1844149.0,1866130.0,1
1723863,8,3,3,2,False,1732857.0,1864873.0,1640304.0,1482523.0,1618158.0,1712766.0,1844149.0,1
1702909,8,4,3,3,False,1723863.0,1732857.0,1864873.0,1640304.0,1482523.0,1618158.0,1712766.0,1
1674583,8,5,3,4,False,1702909.0,1723863.0,1732857.0,1864873.0,1640304.0,1482523.0,1618158.0,1
1581538,8,6,3,5,True,1674583.0,1702909.0,1723863.0,1732857.0,1864873.0,1640304.0,1482523.0,1
1521163,8,7,3,6,True,1581538.0,1674583.0,1702909.0,1723863.0,1732857.0,1864873.0,1640304.0,1
1788629,8,8,3,0,False,1521163.0,1581538.0,1674583.0,1702909.0,1723863.0,1732857.0,1864873.0,1
1773662,8,9,3,1,False,1788629.0,1521163.0,1581538.0,1674583.0,1702909.0,1723863.0,1732857.0,1
1896622,8,10,3,2,False,1773662.0,1788629.0,1521163.0,1581538.0,1674583.0,1702909.0,1723863.0,1
2028258,8,11,3,3,False,1896622.0,1773662.0,1788629.0,1521163.0,1581538.0,1674583.0,1702909.0,1
2125855,8,12,3,4,False,2028258.0,1896622.0,1773662.0,1788629.0,1521163.0,1581538.0,1674583.0,1
1575718,8,13,3,5,True,2125855.0,2028258.0,1896622.0,1773662.0,1788629.0,1521163.0,1581538.0,1
1645447,8,14,3,6,True,1575718.0,2125855.0,2028258.0,1896622.0,1773662.0,1788629.0,1521163.0,1
1880533,8,15,3,0,False,1645447.0,1575718.0,2125855.0,2028258.0,1896622.0,1773662.0,1788629.0,1
1726891,8,16,3,1,False,1880533.0,1645447.0,1575718.0,2125855.0,2028258.0,1896622.0,1773662.0,1
1696605,8,17,3,2,False,1726891.0,1880533.0,1645447.0,1575718.0,2125855.0,2028258.0,1896622.0,1
1634239,8,18,3,3,False,1696605.0,1726891.0,1880533.0,1645447.0,1575718.0,2125855.0,2028258.0,1
1586914,8,19,3,4,False,1634239.0,1696605.0,1726891.0,1880533.0,1645447.0,1575718.0,2125855.0,1
1472887,8,20,3,5,True,1586914.0,1634239.0,1696605.0,1726891.0,1880533.0,1645447.0,1575718.0,1
1655095,8,21,3,6,True,1472887.0,1586914.0,1634239.0,1696605.0,1726891.0,1880533.0,1645447.0,1
1891173,8,22,3,0,False,1655095.0,1472887.0,1586914.0,1634239.0,1696605.0,1726891.0,1880533.0,1
1820624,8,23,3,1,False,1891173.0,1655095.0,1472887.0,1586914.0,1634239.0,1696605.0,1726891.0,1
1825362,8,24,3,2,False,1820624.0,1891173.0,1655095.0,1472887.0,1586914.0,1634239.0,1696605.0,1
1710625,8,25,3,3,False,1825362.0,1820624.0,1891173.0,1655095.0,1472887.0,1586914.0,1634239.0,1
1676577,8,26,3,4,False,1710625.0,1825362.0,1820624.0,1891173.0,1655095.0,1472887.0,1586914.0,1
1730368,8,27,3,5,True,1676577.0,1710625.0,1825362.0,1820624.0,1891173.0,1655095.0,1472887.0,1
1788768,8,28,3,6,True,1730368.0,1676577.0,1710625.0,1825362.0,1820624.0,1891173.0,1655095.0,1
2420356,8,29,3,0,False,1788768.0,1730368.0,1676577.0,1710625.0,1825362.0,1820624.0,1891173.0,1
5700934,8,30,3,1,False,2420356.0,1788768.0,1730368.0,1676577.0,1710625.0,1825362.0,1820624.0,1
6281005,8,31,3,2,False,5700934.0,2420356.0,1788768.0,1730368.0,1676577.0,1710625.0,1825362.0,1
6878515,9,1,3,3,False,6281005.0,5700934.0,2420356.0,1788768.0,1730368.0,1676577.0,1710625.0,1
7599524,9,2,3,4,False,6878515.0,6281005.0,5700934.0,2420356.0,1788768.0,1730368.0,1676577.0,1
6894531,9,3,3,5,True,7599524.0,6878515.0,6281005.0,5700934.0,2420356.0,1788768.0,1730368.0,1
6457072,9,4,3,6,True,6894531.0,7599524.0,6878515.0,6281005.0,5700934.0,2420356.0,1788768.0,1
4705306,9,5,3,0,False,6457072.0,6894531.0,7599524.0,6878515.0,6281005.0,5700934.0,2420356.0,1
3688959,9,6,3,1,False,4705306.0,6457072.0,6894531.0,7599524.0,6878515.0,6281005.0,5700934.0,1
2303649,9,7,3,2,False,3688959.0,4705306.0,6457072.0,6894531.0,7599524.0,6878515.0,6281005.0,1
1758004,9,8,3,3,False,2303649.0,3688959.0,4705306.0,6457072.0,6894531.0,7599524.0,6878515.0,1
1633931,9,9,3,4,False,1758004.0,2303649.0,3688959.0,4705306.0,6457072.0,6894531.0,7599524.0,1
1408230,9,10,3,5,True,1633931.0,1758004.0,2303649.0,3688959.0,4705306.0,6457072.0,6894531.0,1
1464487,9,11,3,6,True,1408230.0,1633931.0,1758004.0,2303649.0,3688959.0,4705306.0,6457072.0,1
1731404,9,12,3,0,False,1464487.0,1408230.0,1633931.0,1758004.0,2303649.0,3688959.0,4705306.0,1
1814001,9,13,3,1,False,1731404.0,1464487.0,1408230.0,1633931.0,1758004.0,2303649.0,3688959.0,1
1728053,9,14,3,2,False,1814001.0,1731404.0,1464487.0,1408230.0,1633931.0,1758004.0,2303649.0,1
1729568,9,15,3,3,False,1728053.0,1814001.0,1731404.0,1464487.0,1408230.0,1633931.0,1758004.0,1
1653645,9,16,3,4,False,1729568.0,1728053.0,1814001.0,1731404.0,1464487.0,1408230.0,1633931.0,1
1350630,9,17,3,5,True,1653645.0,1729568.0,1728053.0,1814001.0,1731404.0,1464487.0,1408230.0,1
1447461,9,18,3,6,True,1350630.0,1653645.0,1729568.0,1728053.0,1814001.0,1731404.0,1464487.0,1
1907210,9,19,3,0,False,1447461.0,1350630.0,1653645.0,1729568.0,1728053.0,1814001.0,1731404.0,1
1825560,9,20,3,1,False,1907210.0,1447461.0,1350630.0,1653645.0,1729568.0,1728053.0,1814001.0,1
1756351,9,21,3,2,False,1825560.0,1907210.0,1447461.0,1350630.0,1653645.0,1729568.0,1728053.0,1
1987137,9,22,3,3,False,1756351.0,1825560.0,1907210.0,1447461.0,1350630.0,1653645.0,1729568.0,1
2288468,9,23,3,4,False,1987137.0,1756351.0,1825560.0,1907210.0,1447461.0,1350630.0,1653645.0,1
1787667,9,24,3,5,True,2288468.0,1987137.0,1756351.0,1825560.0,1907210.0,1447461.0,1350630.0,1
1449928,9,25,3,6,True,1787667.0,2288468.0,1987137.0,1756351.0,1825560.0,1907210.0,1447461.0,1
1816636,9,26,3,0,False,1449928.0,1787667.0,2288468.0,1987137.0,1756351.0,1825560.0,1907210.0,1
1698818,9,27,3,1,False,1816636.0,1449928.0,1787667.0,2288468.0,1987137.0,1756351.0,1825560.0,1
1740497,9,28,3,2,False,1698818.0,1816636.0,1449928.0,1787667.0,2288468.0,1987137.0,1756351.0,1
1702163,9,29,3,3,False,1740497.0,1698818.0,1816636.0,1449928.0,1787667.0,2288468.0,1987137.0,1
1550534,9,30,3,4,False,1702163.0,1740497.0,1698818.0,1816636.0,1449928.0,1787667.0,2288468.0,1
1299740,10,1,4,5,True,1550534.0,1702163.0,1740497.0,1698818.0,1816636.0,1449928.0,1787667.0,1
1408522,10,2,4,6,True,1299740.0,1550534.0,1702163.0,1740497.0,1698818.0,1816636.0,1449928.0,1
1707445,10,3,4,0,False,1408522.0,1299740.0,1550534.0,1702163.0,1740497.0,1698818.0,1816636.0,1
1757763,10,4,4,1,False,1707445.0,1408522.0,1299740.0,1550534.0,1702163.0,1740497.0,1698818.0,1
1756521,10,5,4,2,False,1757763.0,1707445.0,1408522.0,1299740.0,1550534.0,1702163.0,1740497.0,1
1665610,10,6,4,3,False,1756521.0,1757763.0,1707445.0,1408522.0,1299740.0,1550534.0,1702163.0,1
1596581,10,7,4,4,False,1665610.0,1756521.0,1757763.0,1707445.0,1408522.0,1299740.0,1550534.0,1
1374694,10,8,4,5,True,1596581.0,1665610.0,1756521.0,1757763.0,1707445.0,1408522.0,1299740.0,1
1490225,10,9,4,6,True,1374694.0,1596581.0,1665610.0,1756521.0,1757763.0,1707445.0,1408522.0,1
1681417,10,10,4,0,False,1490225.0,1374694.0,1596581.0,1665610.0,1756521.0,1757763.0,1707445.0,1
1795579,10,11,4,1,False,1681417.0,1490225.0,1374694.0,1596581.0,1665610.0,1756521.0,1757763.0,1
1790172,10,12,4,2,False,1795579.0,1681417.0,1490225.0,1374694.0,1596581.0,1665610.0,1756521.0,1
1770765,10,13,4,3,False,1790172.0,1795579.0,1681417.0,1490225.0,1374694.0,1596581.0,1665610.0,1
1581331,10,14,4,4,False,1770765.0,1790172.0,1795579.0,1681417.0,1490225.0,1374694.0,1596581.0,1
1367084,10,15,4,5,True,1581331.0,1770765.0,1790172.0,1795579.0,1681417.0,1490225.0,1374694.0,1
1461389,10,16,4,6,True,1367084.0,1581331.0,1770765.0,1790172.0,1795579.0,1681417.0,1490225.0,1
1819842,10,17,4,0,False,1461389.0,1367084.0,1581331.0,1770765.0,1790172.0,1795579.0,1681417.0,1
1920687,10,18,4,1,False,1819842.0,1461389.0,1367084.0,1581331.0,1770765.0,1790172.0,1795579.0,1
1951402,10,19,4,2,False,1920687.0,1819842.0,1461389.0,1367084.0,1581331.0,1770765.0,1790172.0,1
1798064,10,20,4,3,False,1951402.0,1920687.0,1819842.0,1461389.0,1367084.0,1581331.0,1770765.0,1
1707119,10,21,4,4,False,1798064.0,1951402.0,1920687.0,1819842.0,1461389.0,1367084.0,1581331.0,1
1342988,10,22,4,5,True,1707119.0,1798064.0,1951402.0,1920687.0,1819842.0,1461389.0,1367084.0,1
1466769,10,23,4,6,True,1342988.0,1707119.0,1798064.0,1951402.0,1920687.0,1819842.0,1461389.0,1
1760943,10,24,4,0,False,1466769.0,1342988.0,1707119.0,1798064.0,1951402.0,1920687.0,1819842.0,1
1888209,10,25,4,1,False,1760943.0,1466769.0,1342988.0,1707119.0,1798064.0,1951402.0,1920687.0,1
1769317,10,26,4,2,False,1888209.0,1760943.0,1466769.0,1342988.0,1707119.0,1798064.0,1951402.0,1
1796102,10,27,4,3,False,1769317.0,1888209.0,1760943.0,1466769.0,1342988.0,1707119.0,1798064.0,1
1550451,10,28,4,4,False,1796102.0,1769317.0,1888209.0,1760943.0,1466769.0,1342988.0,1707119.0,1
1260254,10,29,4,5,True,1550451.0,1796102.0,1769317.0,1888209.0,1760943.0,1466769.0,1342988.0,1
1358786,10,30,4,6,True,1260254.0,1550451.0,1796102.0,1769317.0,1888209.0,1760943.0,1466769.0,1
1700655,10,31,4,0,False,1358786.0,1260254.0,1550451.0,1796102.0,1769317.0,1888209.0,1760943.0,1
1806303,11,1,4,1,False,1700655.0,1358786.0,1260254.0,1550451.0,1796102.0,1769317.0,1888209.0,1
1685186,11,2,4,2,False,1806303.0,1700655.0,1358786.0,1260254.0,1550451.0,1796102.0,1769317.0,1
1731147,11,3,4,3,False,1685186.0,1806303.0,1700655.0,1358786.0,1260254.0,1550451.0,1796102.0,1
1599891,11,4,4,4,False,1731147.0,1685186.0,1806303.0,1700655.0,1358786.0,1260254.0,1550451.0,1
1374575,11,5,4,5,True,1599891.0,1731147.0,1685186.0,1806303.0,1700655.0,1358786.0,1260254.0,1
1436143,11,6,4,6,True,1374575.0,1599891.0,1731147.0,1685186.0,1806303.0,1700655.0,1358786.0,1
1764003,11,7,4,0,False,1436143.0,1374575.0,1599891.0,1731147.0,1685186.0,1806303.0,1700655.0,1
1796203,11,8,4,1,False,1764003.0,1436143.0,1374575.0,1599891.0,1731147.0,1685186.0,1806303.0,1
1638976,11,9,4,2,False,1796203.0,1764003.0,1436143.0,1374575.0,1599891.0,1731147.0,1685186.0,1
1822106,11,10,4,3,False,1638976.0,1796203.0,1764003.0,1436143.0,1374575.0,1599891.0,1731147.0,1
1492412,11,11,4,4,False,1822106.0,1638976.0,1796203.0,1764003.0,1436143.0,1374575.0,1599891.0,1
1300953,11,12,4,5,True,1492412.0,1822106.0,1638976.0,1796203.0,1764003.0,1436143.0,1374575.0,1
1365774,11,13,4,6,True,1300953.0,1492412.0,1822106.0,1638976.0,1796203.0,1764003.0,1436143.0,1
1730573,11,14,4,0,False,1365774.0,1300953.0,1492412.0,1822106.0,1638976.0,1796203.0,1764003.0,1
1776065,11,15,4,1,False,1730573.0,1365774.0,1300953.0,1492412.0,1822106.0,1638976.0,1796203.0,1
1837198,11,16,4,2,False,1776065.0,1730573.0,1365774.0,1300953.0,1492412.0,1822106.0,1638976.0,1
1788222,11,17,4,3,False,1837198.0,1776065.0,1730573.0,1365774.0,1300953.0,1492412.0,1822106.0,1
1557744,11,18,4,4,False,1788222.0,1837198.0,1776065.0,1730573.0,1365774.0,1300953.0,1492412.0,1
1375952,11,19,4,5,True,1557744.0,1788222.0,1837198.0,1776065.0,1730573.0,1365774.0,1300953.0,1
1457262,11,20,4,6,True,1375952.0,1557744.0,1788222.0,1837198.0,1776065.0,1730573.0,1365774.0,1
1766478,11,21,4,0,False,1457262.0,1375952.0,1557744.0,1788222.0,1837198.0,1776065.0,1730573.0,1
1706292,11,22,4,1,False,1766478.0,1457262.0,1375952.0,1557744.0,1788222.0,1837198.0,1776065.0,1
1590822,11,23,4,2,False,1706292.0,1766478.0,1457262.0,1375952.0,1557744.0,1788222.0,1837198.0,1
1419954,11,24,4,3,False,1590822.0,1706292.0,1766478.0,1457262.0,1375952.0,1557744.0,1788222.0,1
1477893,11,25,4,4,False,1419954.0,1590822.0,1706292.0,1766478.0,1457262.0,1375952.0,1557744.0,1
1488208,11,26,4,5,True,1477893.0,1419954.0,1590822.0,1706292.0,1766478.0,1457262.0,1375952.0,1
1517570,11,27,4,6,True,1488208.0,1477893.0,1419954.0,1590822.0,1706292.0,1766478.0,1457262.0,1
1732280,11,28,4,0,False,1517570.0,1488208.0,1477893.0,1419954.0,1590822.0,1706292.0,1766478.0,1
1725880,11,29,4,1,False,1732280.0,1517570.0,1488208.0,1477893.0,1419954.0,1590822.0,1706292.0,1
1615798,11,30,4,2,False,1725880.0,1732280.0,1517570.0,1488208.0,1477893.0,1419954.0,1590822.0,1
1594861,12,1,4,3,False,1615798.0,1725880.0,1732280.0,1517570.0,1488208.0,1477893.0,1419954.0,1
1475967,12,2,4,4,False,1594861.0,1615798.0,1725880.0,1732280.0,1517570.0,1488208.0,1477893.0,1
1255037,12,3,4,5,True,1475967.0,1594861.0,1615798.0,1725880.0,1732280.0,1517570.0,1488208.0,1
1414071,12,4,4,6,True,1255037.0,1475967.0,1594861.0,1615798.0,1725880.0,1732280.0,1517570.0,1
1743225,12,5,4,0,False,1414071.0,1255037.0,1475967.0,1594861.0,1615798.0,1725880.0,1732280.0,1
1638683,12,6,4,1,False,1743225.0,1414071.0,1255037.0,1475967.0,1594861.0,1615798.0,1725880.0,1
1634267,12,7,4,2,False,1638683.0,1743225.0,1414071.0,1255037.0,1475967.0,1594861.0,1615798.0,1
1637261,12,8,4,3,False,1634267.0,1638683.0,1743225.0,1414071.0,1255037.0,1475967.0,1594861.0,1
1612313,12,9,4,4,False,1637261.0,1634267.0,1638683.0,1743225.0,1414071.0,1255037.0,1475967.0,1
1413829,12,10,4,5,True,1612313.0,1637261.0,1634267.0,1638683.0,1743225.0,1414071.0,1255037.0,1
1370628,12,11,4,6,True,1413829.0,1612313.0,1637261.0,1634267.0,1638683.0,1743225.0,1414071.0,1
1659856,12,12,4,0,False,1370628.0,1413829.0,1612313.0,1637261.0,1634267.0,1638683.0,1743225.0,1
1639409,12,13,4,1,False,1659856.0,1370628.0,1413829.0,1612313.0,1637261.0,1634267.0,1638683.0,1
1705131,12,14,4,2,False,1639409.0,1659856.0,1370628.0,1413829.0,1612313.0,1637261.0,1634267.0,1
1667231,12,15,4,3,False,1705131.0,1639409.0,1659856.0,1370628.0,1413829.0,1612313.0,1637261.0,1
1398846,12,16,4,4,False,1667231.0,1705131.0,1639409.0,1659856.0,1370628.0,1413829.0,1612313.0,1
1155999,12,17,4,5,True,1398846.0,1667231.0,1705131.0,1639409.0,1659856.0,1370628.0,1413829.0,1
1221798,12,18,4,6,True,1155999.0,1398846.0,1667231.0,1705131.0,1639409.0,1659856.0,1370628.0,1
1467243,12,19,4,0,False,1221798.0,1155999.0,1398846.0,1667231.0,1705131.0,1639409.0,1659856.0,1
1626465,12,20,4,1,False,1467243.0,1221798.0,1155999.0,1398846.0,1667231.0,1705131.0,1639409.0,1
1688535,12,21,4,2,False,1626465.0,1467243.0,1221798.0,1155999.0,1398846.0,1667231.0,1705131.0,1
1699852,12,22,4,3,False,1688535.0,1626465.0,1467243.0,1221798.0,1155999.0,1398846.0,1667231.0,1
1344728,12,23,4,4,False,1699852.0,1688535.0,1626465.0,1467243.0,1221798.0,1155999.0,1398846.0,1
1088418,12,24,4,5,True,1344728.0,1699852.0,1688535.0,1626465.0,1467243.0,1221798.0,1155999.0,1
1030746,12,25,4,6,True,1088418.0,1344728.0,1699852.0,1688535.0,1626465.0,1467243.0,1221798.0,1
1358883,12,26,4,0,False,1030746.0,1088418.0,1344728.0,1699852.0,1688535.0,1626465.0,1467243.0,1
1481319,12,27,4,1,False,1358883.0,1030746.0,1088418.0,1344728.0,1699852.0,1688535.0,1626465.0,1
1399599,12,28,4,2,False,1481319.0,1358883.0,1030746.0,1088418.0,1344728.0,1699852.0,1688535.0,1
1455447,12,29,4,3,False,1399599.0,1481319.0,1358883.0,1030746.0,1088418.0,1344728.0,1699852.0,1
1397331,12,30,4,4,False,1455447.0,1399599.0,1481319.0,1358883.0,1030746.0,1088418.0,1344728.0,1
1175657,12,31,4,5,True,1397331.0,1455447.0,1399599.0,1481319.0,1358883.0,1030746.0,1088418.0,1
